Time Stamp, Date, Time, Counter Value, Increment
2019-09-27 07:33:29.8040, 2019-09-27, 07:33:29, 378, 1
2019-09-27 07:33:40.0830, 2019-09-27, 07:33:40, 379, 1
2019-09-27 07:33:42.3060, 2019-09-27, 07:33:42, 380, 1
2019-09-27 07:33:44.9840, 2019-09-27, 07:33:44, 381, 1
2019-09-27 07:33:48.0040, 2019-09-27, 07:33:48, 382, 1
2019-09-27 07:33:50.2460, 2019-09-27, 07:33:50, 383, 1
2019-09-27 07:33:52.7800, 2019-09-27, 07:33:52, 384, 1
2019-09-27 07:33:55.2290, 2019-09-27, 07:33:55, 385, 1
2019-09-27 07:33:57.4390, 2019-09-27, 07:33:57, 386, 1
2019-09-27 07:33:59.7170, 2019-09-27, 07:33:59, 387, 1
2019-09-27 07:34:02.4530, 2019-09-27, 07:34:02, 388, 1
2019-09-27 07:34:03.4810, 2019-09-27, 07:34:03, 389, 1
2019-09-27 07:34:06.2190, 2019-09-27, 07:34:06, 390, 1
2019-09-27 07:34:07.9790, 2019-09-27, 07:34:07, 391, 1
2019-09-27 07:34:10.6850, 2019-09-27, 07:34:10, 392, 1
2019-09-27 07:34:12.8600, 2019-09-27, 07:34:12, 393, 1
2019-09-27 07:34:14.1000, 2019-09-27, 07:34:14, 394, 1
2019-09-27 07:34:16.2350, 2019-09-27, 07:34:16, 395, 1
2019-09-27 07:34:18.1250, 2019-09-27, 07:34:18, 396, 1
2019-09-27 07:34:21.3160, 2019-09-27, 07:34:21, 397, 1
2019-09-27 07:34:23.4190, 2019-09-27, 07:34:23, 398, 1
2019-09-27 07:34:25.7990, 2019-09-27, 07:34:25, 399, 1
2019-09-27 07:34:27.6270, 2019-09-27, 07:34:27, 400, 1
2019-09-27 07:34:30.1440, 2019-09-27, 07:34:30, 401, 1
2019-09-27 07:34:33.2510, 2019-09-27, 07:34:33, 402, 1
2019-09-27 07:34:36.3950, 2019-09-27, 07:34:36, 403, 1
2019-09-27 07:34:39.3880, 2019-09-27, 07:34:39, 404, 1
2019-09-27 07:34:40.7290, 2019-09-27, 07:34:40, 405, 1
2019-09-27 07:34:44.5130, 2019-09-27, 07:34:44, 406, 1
2019-09-27 07:34:46.5450, 2019-09-27, 07:34:46, 407, 1
2019-09-27 07:34:49.1470, 2019-09-27, 07:34:49, 408, 1
2019-09-27 07:34:51.5630, 2019-09-27, 07:34:51, 409, 1
2019-09-27 07:34:53.6710, 2019-09-27, 07:34:53, 410, 1
2019-09-27 07:34:56.9040, 2019-09-27, 07:34:56, 411, 1
2019-09-27 07:34:59.1590, 2019-09-27, 07:34:59, 412, 1
2019-09-27 07:35:02.0280, 2019-09-27, 07:35:02, 413, 1
2019-09-27 07:35:15.5000, 2019-09-27, 07:35:15, 414, 1
2019-09-27 07:35:34.8940, 2019-09-27, 07:35:34, 415, 1
2019-09-27 07:35:37.1840, 2019-09-27, 07:35:37, 416, 1
2019-09-27 07:35:43.8440, 2019-09-27, 07:35:43, 417, 1
2019-09-27 07:35:45.8540, 2019-09-27, 07:35:45, 418, 1
2019-09-27 07:35:52.4890, 2019-09-27, 07:35:52, 419, 1
2019-09-27 07:35:54.1740, 2019-09-27, 07:35:54, 420, 1
2019-09-27 07:35:56.9530, 2019-09-27, 07:35:56, 421, 1
2019-09-27 07:35:59.3180, 2019-09-27, 07:35:59, 422, 1
2019-09-27 07:36:01.2050, 2019-09-27, 07:36:01, 423, 1
2019-09-27 07:36:02.8650, 2019-09-27, 07:36:02, 424, 1
2019-09-27 07:36:04.1720, 2019-09-27, 07:36:04, 425, 1
2019-09-27 07:36:05.7270, 2019-09-27, 07:36:05, 426, 1
2019-09-27 07:36:08.9620, 2019-09-27, 07:36:08, 427, 1
2019-09-27 07:36:11.4630, 2019-09-27, 07:36:11, 428, 1
2019-09-27 07:36:22.0570, 2019-09-27, 07:36:22, 429, 1
2019-09-27 07:36:23.9730, 2019-09-27, 07:36:23, 430, 1
2019-09-27 07:36:30.3620, 2019-09-27, 07:36:30, 431, 1
2019-09-27 07:36:31.7020, 2019-09-27, 07:36:31, 432, 1
2019-09-27 07:36:38.3840, 2019-09-27, 07:36:38, 433, 1
2019-09-27 07:36:53.9700, 2019-09-27, 07:36:53, 434, 1
2019-09-27 07:36:59.4700, 2019-09-27, 07:36:59, 435, 1
2019-09-27 07:37:02.5540, 2019-09-27, 07:37:02, 436, 1
2019-09-27 07:37:29.6910, 2019-09-27, 07:37:29, 437, 1
2019-09-27 07:38:12.8690, 2019-09-27, 07:38:12, 438, 1
2019-09-27 07:38:15.5220, 2019-09-27, 07:38:15, 439, 1
2019-09-27 07:38:17.6310, 2019-09-27, 07:38:17, 440, 1
2019-09-27 07:38:22.1570, 2019-09-27, 07:38:22, 441, 1
2019-09-27 07:38:24.5970, 2019-09-27, 07:38:24, 442, 1
2019-09-27 07:38:26.4560, 2019-09-27, 07:38:26, 443, 1
2019-09-27 07:38:28.5690, 2019-09-27, 07:38:28, 444, 1
2019-09-27 07:38:41.3080, 2019-09-27, 07:38:41, 445, 1
2019-09-27 07:38:43.2320, 2019-09-27, 07:38:43, 446, 1
2019-09-27 07:38:45.1760, 2019-09-27, 07:38:45, 447, 1
2019-09-27 07:38:47.2240, 2019-09-27, 07:38:47, 448, 1
2019-09-27 07:38:58.0370, 2019-09-27, 07:38:58, 449, 1
2019-09-27 07:39:46.5870, 2019-09-27, 07:39:46, 450, 1
2019-09-27 07:39:58.6770, 2019-09-27, 07:39:58, 451, 1
2019-09-27 07:40:00.9740, 2019-09-27, 07:40:00, 452, 1
2019-09-27 07:40:02.5790, 2019-09-27, 07:40:02, 453, 1
2019-09-27 07:40:04.9520, 2019-09-27, 07:40:04, 454, 1
2019-09-27 07:41:02.6740, 2019-09-27, 07:41:02, 455, 1
2019-09-27 07:41:10.5910, 2019-09-27, 07:41:10, 456, 1
2019-09-27 07:41:23.6200, 2019-09-27, 07:41:23, 457, 1
2019-09-27 07:41:24.6420, 2019-09-27, 07:41:24, 458, 1
2019-09-27 07:42:25.7840, 2019-09-27, 07:42:25, 459, 1
2019-09-27 07:42:30.8020, 2019-09-27, 07:42:30, 460, 1
2019-09-27 07:42:32.0800, 2019-09-27, 07:42:32, 461, 1
2019-09-27 07:42:44.3240, 2019-09-27, 07:42:44, 462, 1
2019-09-27 07:42:46.9230, 2019-09-27, 07:42:46, 463, 1
2019-09-27 07:42:48.5300, 2019-09-27, 07:42:48, 464, 1
2019-09-27 07:42:50.7640, 2019-09-27, 07:42:50, 465, 1
2019-09-27 07:43:00.7000, 2019-09-27, 07:43:00, 466, 1
2019-09-27 07:43:16.1620, 2019-09-27, 07:43:16, 467, 1
2019-09-27 07:43:23.3610, 2019-09-27, 07:43:23, 468, 1
2019-09-27 07:43:25.6020, 2019-09-27, 07:43:25, 469, 1
2019-09-27 07:43:27.3450, 2019-09-27, 07:43:27, 470, 1
2019-09-27 07:43:29.9700, 2019-09-27, 07:43:29, 471, 1
2019-09-27 07:43:33.2780, 2019-09-27, 07:43:33, 472, 1
2019-09-27 07:43:36.0830, 2019-09-27, 07:43:36, 473, 1
2019-09-27 07:44:18.4740, 2019-09-27, 07:44:18, 474, 1
2019-09-27 07:44:20.3350, 2019-09-27, 07:44:20, 475, 1
2019-09-27 07:44:22.3760, 2019-09-27, 07:44:22, 476, 1
2019-09-27 07:44:35.6370, 2019-09-27, 07:44:35, 477, 1
2019-09-27 07:44:41.7190, 2019-09-27, 07:44:41, 478, 1
2019-09-27 07:44:43.2370, 2019-09-27, 07:44:43, 479, 1
2019-09-27 07:44:45.4810, 2019-09-27, 07:44:45, 480, 1
2019-09-27 07:44:57.4470, 2019-09-27, 07:44:57, 481, 1
2019-09-27 07:45:49.9770, 2019-09-27, 07:45:49, 482, 1
2019-09-27 07:46:04.7440, 2019-09-27, 07:46:04, 483, 1
2019-09-27 07:46:52.3590, 2019-09-27, 07:46:52, 484, 1
2019-09-27 07:46:59.1900, 2019-09-27, 07:46:59, 485, 1
2019-09-27 07:47:11.0390, 2019-09-27, 07:47:11, 486, 1
2019-09-27 07:47:30.2450, 2019-09-27, 07:47:30, 487, 1
2019-09-27 07:47:31.6480, 2019-09-27, 07:47:31, 488, 1
2019-09-27 07:47:40.4120, 2019-09-27, 07:47:40, 489, 1
2019-09-27 07:47:41.7390, 2019-09-27, 07:47:41, 490, 1
2019-09-27 07:47:45.1110, 2019-09-27, 07:47:45, 491, 1
2019-09-27 07:48:28.8560, 2019-09-27, 07:48:28, 492, 1
2019-09-27 07:48:30.9310, 2019-09-27, 07:48:30, 493, 1
2019-09-27 07:48:32.7390, 2019-09-27, 07:48:32, 494, 1
2019-09-27 07:49:16.4870, 2019-09-27, 07:49:16, 495, 1
2019-09-27 07:49:43.4140, 2019-09-27, 07:49:43, 496, 1
2019-09-27 07:49:45.2540, 2019-09-27, 07:49:45, 497, 1
2019-09-27 07:49:54.6740, 2019-09-27, 07:49:54, 498, 1
2019-09-27 07:50:03.1340, 2019-09-27, 07:50:03, 499, 1
2019-09-27 07:50:07.0210, 2019-09-27, 07:50:07, 500, 1
2019-09-27 07:50:10.3040, 2019-09-27, 07:50:10, 501, 1
2019-09-27 07:50:12.0170, 2019-09-27, 07:50:12, 502, 1
2019-09-27 07:50:14.7440, 2019-09-27, 07:50:14, 503, 1
2019-09-27 07:50:17.2630, 2019-09-27, 07:50:17, 504, 1
2019-09-27 07:50:20.4440, 2019-09-27, 07:50:20, 505, 1
2019-09-27 07:50:28.8810, 2019-09-27, 07:50:28, 506, 1
2019-09-27 07:51:04.6560, 2019-09-27, 07:51:04, 507, 1
2019-09-27 07:51:11.3910, 2019-09-27, 07:51:11, 508, 1
2019-09-27 07:51:14.0850, 2019-09-27, 07:51:14, 509, 1
2019-09-27 07:51:16.6250, 2019-09-27, 07:51:16, 510, 1
2019-09-27 07:51:19.7360, 2019-09-27, 07:51:19, 511, 1
2019-09-27 07:51:23.0340, 2019-09-27, 07:51:23, 512, 1
2019-09-27 07:51:34.4020, 2019-09-27, 07:51:34, 513, 1
2019-09-27 07:51:36.2450, 2019-09-27, 07:51:36, 514, 1
2019-09-27 07:51:55.6560, 2019-09-27, 07:51:55, 515, 1
2019-09-27 07:52:24.7110, 2019-09-27, 07:52:24, 516, 1
2019-09-27 07:52:36.6010, 2019-09-27, 07:52:36, 517, 1
2019-09-27 07:52:57.2240, 2019-09-27, 07:52:57, 518, 1
2019-09-27 07:52:58.7880, 2019-09-27, 07:52:58, 519, 1
2019-09-27 07:53:01.4390, 2019-09-27, 07:53:01, 520, 1
2019-09-27 07:54:02.6690, 2019-09-27, 07:54:02, 521, 1
2019-09-27 07:54:05.1610, 2019-09-27, 07:54:05, 522, 1
